"user_id";"task_id";"group";"event_type";"action";"timestamp";"original_prompt";"modified_prompt";"highlighted_terms";"medical_term_count";"prompt_count";"message_id";"model_type";"model_name";"edit_distance";"diff_type";"action_type";"last_prompt";"term_count"
"fb85aa37-8bf8-4b9c-bd9b-7e5fcc0a2044";"";"";"VALIDATION";"ACCEPT_CLICK";"2025-07-20T09:25:34.749465";"Hi";"";"";"";"";"fb85aa37_task0_prompt0";"";"";"";"";"ACCEPT_CLICK";"";0
"fb85aa37-8bf8-4b9c-bd9b-7e5fcc0a2044";"";"";"VALIDATION";"VALIDATION_VIEW";"2025-07-20T14:46:33.969075";"The patient, a 45-year-old male, presents with chief complaints of right-sided chest pain and shortness of breath. He describes the pain as sharp and intermittent, exacerbated by movement or deep inspiration. The patient also reports experiencing fatigue for two weeks but denies fever, cough, or any recent travel.";"";"patient,pain,pain,or,patient,fatigue,fever,cough,or";9.0;"";"fb85aa37_task0_prompt0";"";"";"";"";"VALIDATION_VIEW";"";9
"fb85aa37-8bf8-4b9c-bd9b-7e5fcc0a2044";"";"";"VALIDATION";"VALIDATION_VIEW";"2025-07-20T14:47:01.969922";"The patient, a 45-year-old male, presents with chief complaints of right-sided chest pain and shortness of breath. He describes the pain as sharp and intermittent, exacerbated by movement or deep inspiration. The patient also reports experiencing fatigue for two weeks but denies fever, cough, or any recent travel.";"";"patient,pain,pain,or,patient,fatigue,fever,cough,or";9.0;"";"fb85aa37_task0_prompt0";"";"";"";"";"VALIDATION_VIEW";"";9
"fb85aa37-8bf8-4b9c-bd9b-7e5fcc0a2044";"";"";"VALIDATION";"EDIT_CLICK";"2025-07-20T14:47:02.004460";"The patient, a 45-year-old male, presents with chief complaints of right-sided chest pain and shortness of breath. He describes the pain as sharp and intermittent, exacerbated by movement or deep inspiration. The patient also reports experiencing fatigue for two weeks but denies fever, cough, or any recent travel.";"";"patient,pain,pain,or,patient,fatigue,fever,cough,or";9.0;"";"fb85aa37_task0_prompt0";"";"";"";"";"EDIT_CLICK";"";9
"fb85aa37-8bf8-4b9c-bd9b-7e5fcc0a2044";"";"";"VALIDATION";"EDIT_UPDATE";"2025-07-20T14:47:10.239550";"The patient, a 45-year-old male, presents with chief complaints of right-sided chest pain and shortness of breath. He describes the pain as sharp and intermittent, exacerbated by movement or deep inspiration. The patient also reports experiencing fatigue for two weeks but denies fever, cough, or any recent travel.";"My patient, a 45-year-old male, presents with chief complaints of right-sided chest pain and shortness of breath. He describes the pain as sharp and intermittent, exacerbated by movement or deep inspiration. The patient also reports experiencing fatigue for two weeks but denies fever, cough, or any recent travel.";"patient,pain,pain,or,patient,fatigue,fever,cough,or";9.0;"";"fb85aa37_task0_prompt0";"";"";"";"addition";"EDIT_UPDATE";"";9
"fb85aa37-8bf8-4b9c-bd9b-7e5fcc0a2044";"";"";"VALIDATION";"VALIDATION_VIEW";"2025-07-20T14:47:10.407831";"My patient, a 45-year-old male, presents with chief complaints of right-sided chest pain and shortness of breath. He describes the pain as sharp and intermittent, exacerbated by movement or deep inspiration. The patient also reports experiencing fatigue for two weeks but denies fever, cough, or any recent travel.";"";"patient,pain,pain,or,patient,fatigue,fever,cough,or";9.0;"";"fb85aa37_task0_prompt0";"";"";"";"";"VALIDATION_VIEW";"";9
"fb85aa37-8bf8-4b9c-bd9b-7e5fcc0a2044";"";"";"VALIDATION";"VALIDATION_VIEW";"2025-07-20T14:47:26.897367";"My patient, a 45-year-old male, presents with chief complaints of right-sided chest pain and shortness of breath. He describes the pain as sharp and intermittent, exacerbated by movement or deep inspiration. The patient also reports experiencing fatigue for two weeks but denies fever, cough, or any recent travel.";"";"patient,pain,pain,or,patient,fatigue,fever,cough,or";9.0;"";"fb85aa37_task0_prompt0";"";"";"";"";"VALIDATION_VIEW";"";9
"fb85aa37-8bf8-4b9c-bd9b-7e5fcc0a2044";"";"";"VALIDATION";"ACCEPT_CLICK";"2025-07-20T14:47:26.919510";"My patient, a 45-year-old male, presents with chief complaints of right-sided chest pain and shortness of breath. He describes the pain as sharp and intermittent, exacerbated by movement or deep inspiration. The patient also reports experiencing fatigue for two weeks but denies fever, cough, or any recent travel.";"";"patient,pain,pain,or,patient,fatigue,fever,cough,or";9.0;"";"fb85aa37_task0_prompt0";"";"";"";"";"ACCEPT_CLICK";"";9
"8adf02f8-3952-43d3-a700-3b97e97ce31f";"";"";"VALIDATION";"VALIDATION_VIEW";"2025-07-23T21:15:42.171572";"hi";"";"";0.0;"";"8adf02f8_task0_prompt0";"";"";"";"";"VALIDATION_VIEW";"";0
"8adf02f8-3952-43d3-a700-3b97e97ce31f";"";"";"VALIDATION";"VALIDATION_VIEW";"2025-07-23T21:15:43.863119";"hi";"";"";0.0;"";"8adf02f8_task0_prompt0";"";"";"";"";"VALIDATION_VIEW";"";0
"8adf02f8-3952-43d3-a700-3b97e97ce31f";"";"";"VALIDATION";"ACCEPT_CLICK";"2025-07-23T21:15:43.888194";"hi";"";"";"";"";"8adf02f8_task0_prompt0";"";"";"";"";"ACCEPT_CLICK";"";0
"4837b0cd-c3b1-46ba-afa4-84a3ccf9a088";"";"";"VALIDATION";"VALIDATION_VIEW";"2025-07-28T11:06:56.649462";"hello";"";"";0.0;"";"4837b0cd_task0_prompt0";"";"";"";"";"VALIDATION_VIEW";"";0
"4837b0cd-c3b1-46ba-afa4-84a3ccf9a088";"";"";"VALIDATION";"VALIDATION_VIEW";"2025-07-28T11:06:57.922717";"hello";"";"";0.0;"";"4837b0cd_task0_prompt0";"";"";"";"";"VALIDATION_VIEW";"";0
"4837b0cd-c3b1-46ba-afa4-84a3ccf9a088";"";"";"VALIDATION";"ACCEPT_CLICK";"2025-07-28T11:06:57.946600";"hello";"";"";"";"";"4837b0cd_task0_prompt0";"";"";"";"";"ACCEPT_CLICK";"";0
"4837b0cd-c3b1-46ba-afa4-84a3ccf9a088";"";"";"VALIDATION";"VALIDATION_VIEW";"2025-07-28T11:07:48.081334";"hi";"";"";0.0;"";"4837b0cd_task0_prompt0";"";"";"";"";"VALIDATION_VIEW";"";0
"4837b0cd-c3b1-46ba-afa4-84a3ccf9a088";"";"";"VALIDATION";"VALIDATION_VIEW";"2025-07-28T11:07:49.549745";"hi";"";"";0.0;"";"4837b0cd_task0_prompt0";"";"";"";"";"VALIDATION_VIEW";"";0
"4837b0cd-c3b1-46ba-afa4-84a3ccf9a088";"";"";"VALIDATION";"ACCEPT_CLICK";"2025-07-28T11:07:49.571750";"hi";"";"";"";"";"4837b0cd_task0_prompt0";"";"";"";"";"ACCEPT_CLICK";"";0
