user_id,task_id,event_type,action,timestamp,original_prompt,modified_prompt,highlighted_terms,medical_term_count,prompt_count,message_id,model_type,model_name,group,edit_distance,diff_type,action_type,last_prompt
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,ACCEPT_CLICK,2025-05-26T13:14:01.298596,hello,,,0,1,task_1_prompt_1_12407b18,Ollama,llama3-med42-8b,B,0.0,,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:14:09.658683,hi,,,0,2,task_1_prompt_2_12407b18,Ollama,llama3-med42-8b,B,0.0,,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:14:09.661607,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:14:12.111908,hi,,,0,2,task_1_prompt_2_12407b18,Ollama,llama3-med42-8b,B,0.0,,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:14:12.116980,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,EDIT_CLICK,2025-05-26T13:14:12.120571,hi,,,0,2,task_1_prompt_2_12407b18,Ollama,llama3-med42-8b,B,0.0,,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,EDIT_UPDATE,2025-05-26T13:18:51.107225,hi,hi,,0,2,task_1_prompt_2_12407b18,Ollama,llama3-med42-8b,B,0.0,minor_change,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:18:51.229585,hi,,,0,2,task_1_prompt_2_12407b18,Ollama,llama3-med42-8b,B,0.0,,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:18:51.232276,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:18:53.028670,hi,,,0,2,task_1_prompt_2_12407b18,Ollama,llama3-med42-8b,B,0.0,,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:18:53.036939,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,ACCEPT_CLICK,2025-05-26T13:18:53.044269,hi,,,0,2,task_1_prompt_2_12407b18,Ollama,llama3-med42-8b,B,0.0,,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:19:01.633944,hello,,,0,3,task_1_prompt_3_12407b18,Ollama,llama3-med42-8b,B,0.0,,,
12407b18-ebc2-4632-a691-c284a4107ab1,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:19:01.638804,hello,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
ad5fee4d-7e45-4085-a72c-b2c2d5a6d454,1,,,2025-05-26T13:39:43.734476,,,,0,1,,,,A,,,HIGHLIGHT_METRICS,hi
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:40:23.639864,hello,,,0,1,task_1_prompt_1_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:40:23.644468,hello,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:42:15.865338,hello,,,0,1,task_1_prompt_1_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:42:15.872794,hello,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:42:18.822201,hello,,,0,1,task_1_prompt_1_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:42:18.831939,hello,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,EDIT_CLICK,2025-05-26T13:42:18.839174,hello,,,0,1,task_1_prompt_1_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:42:22.505875,hello,,,0,1,task_1_prompt_1_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:42:22.510138,hello,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:42:23.679377,hello,,,0,1,task_1_prompt_1_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:42:23.686434,hello,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,ACCEPT_CLICK,2025-05-26T13:42:23.692760,hello,,,0,1,task_1_prompt_1_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:42:30.828564,hi,,,0,2,task_1_prompt_2_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:42:30.832958,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:44:27.937132,hi,,,0,2,task_1_prompt_2_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:44:27.940940,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:44:31.353861,hi,,,0,2,task_1_prompt_2_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:44:31.363960,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,ACCEPT_CLICK,2025-05-26T13:44:31.369076,hi,,,0,2,task_1_prompt_2_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:44:38.264914,hi,,,0,3,task_1_prompt_3_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:44:38.271459,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:49:25.352205,hi,,,0,3,task_1_prompt_3_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:49:25.364647,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:49:28.278942,hi,,,0,3,task_1_prompt_3_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:49:28.283248,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,EDIT_CLICK,2025-05-26T13:49:28.288213,hi,,,0,3,task_1_prompt_3_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,EDIT_UPDATE,2025-05-26T13:49:29.895678,hi,hi,,0,3,task_1_prompt_3_fccfe913,Ollama,llama3-med42-8b,B,0.0,minor_change,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:49:30.028118,hi,,,0,3,task_1_prompt_3_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:49:30.031585,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:49:31.274640,hi,,,0,3,task_1_prompt_3_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:49:31.287195,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,ACCEPT_CLICK,2025-05-26T13:49:31.294329,hi,,,0,3,task_1_prompt_3_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:49:41.198182,hello,,,0,4,task_1_prompt_4_fccfe913,Ollama,llama3-med42-8b,B,0.0,,,
fccfe913-3838-4c54-ba4c-873ef7885d71,1,VALIDATION,VALIDATION_VIEW,2025-05-26T13:49:41.202982,hello,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
15a82e07-9e0e-44e8-ac84-d7bf92679e36,1,,,2025-05-26T13:53:05.788807,,,,0,1,,,,A,,,HIGHLIGHT_METRICS,hi
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,VALIDATION_VIEW,2025-05-26T14:03:44.476393,hi,,,0,1,task_1_prompt_1_389b78f4,Ollama,llama3-med42-8b,B,0.0,,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,VALIDATION_VIEW,2025-05-26T14:03:44.481056,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,VALIDATION_VIEW,2025-05-26T14:06:25.392599,hi,,,0,1,task_1_prompt_1_389b78f4,Ollama,llama3-med42-8b,B,0.0,,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,VALIDATION_VIEW,2025-05-26T14:06:25.397685,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,VALIDATION_VIEW,2025-05-26T14:06:27.875422,hi,,,0,1,task_1_prompt_1_389b78f4,Ollama,llama3-med42-8b,B,0.0,,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,VALIDATION_VIEW,2025-05-26T14:06:27.879277,hi,,,0,0,,Ollama,llama3-med42-8b,B,0.0,,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,EDIT_CLICK,2025-05-26T14:06:27.882730,hi,,,0,1,task_1_prompt_1_389b78f4,Ollama,llama3-med42-8b,B,0.0,,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,EDIT_UPDATE,2025-05-26T14:06:34.493202,hi,hi headache,headache,0,1,task_1_prompt_1_389b78f4,Ollama,llama3-med42-8b,B,0.8181818181818182,major_change,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,VALIDATION_VIEW,2025-05-26T14:06:34.736720,hi headache,,headache,1,1,task_1_prompt_1_389b78f4,Ollama,llama3-med42-8b,B,0.0,,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,VALIDATION_VIEW,2025-05-26T14:06:34.740461,hi headache,,headache,1,0,,Ollama,llama3-med42-8b,B,0.0,,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,VALIDATION_VIEW,2025-05-26T14:06:36.533881,hi headache,,headache,1,1,task_1_prompt_1_389b78f4,Ollama,llama3-med42-8b,B,0.0,,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,VALIDATION_VIEW,2025-05-26T14:06:36.539194,hi headache,,headache,1,0,,Ollama,llama3-med42-8b,B,0.0,,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,VALIDATION,ACCEPT_CLICK,2025-05-26T14:06:36.542617,hi headache,,,0,1,task_1_prompt_1_389b78f4,Ollama,llama3-med42-8b,B,0.0,,,
389b78f4-48f2-46fd-b877-6eb721da66d5,1,,,2025-05-26T14:07:23.390346,,,,0,1,,,,B,,,HIGHLIGHT_METRICS,hi
518e6810-cda5-4cad-bd4c-6831d14577df,1,,,2025-05-26T14:37:05.769742,,,"fever,patient,or,chest pain,pain,cough,fatigue,shortness of breath",8,2,,,,A,,,HIGHLIGHT_METRICS,"The patient, a 45-year-old male, presents with chief complaints of right-sided chest pain and shortness of breath. He describes the pain as sharp and intermittent, exacerbated by movement or deep inspiration. The patient also reports experiencing fatigue for two weeks but denies fever, cough, or any recent travel."
518e6810-cda5-4cad-bd4c-6831d14577df,2,,,2025-05-26T14:37:21.662115,,,,0,1,,,,A,,,HIGHLIGHT_METRICS,hi
518e6810-cda5-4cad-bd4c-6831d14577df,3,,,2025-05-26T14:37:43.128280,,,,0,1,,,,A,,,HIGHLIGHT_METRICS,nooo
829ce4bf-38db-452e-a616-c545b62bcba1,1,,HIGHLIGHT_METRICS,2025-05-26T15:07:34.752400,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
829ce4bf-38db-452e-a616-c545b62bcba1,2,,HIGHLIGHT_METRICS,2025-05-26T15:08:21.321237,,,"tract,pneumonia,disease,patient,community-acquired pneumonia,fever,therapy",7,1,,B,,B,,,HIGHLIGHT_METRICS,"The patient, an 82-year-old male, presents with community-acquired pneumonia (CAP) complicated by a history of chronic obstructive pulmonary disease (COPD). He reports moderate dyspnea, no fever, and no recent upper respiratory tract infections. The patient has previously been hospitalized for CAP and is on long-term oxygen therapy."
829ce4bf-38db-452e-a616-c545b62bcba1,3,,HIGHLIGHT_METRICS,2025-05-26T15:09:06.184706,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hello
a78d2096-e138-420e-bbb7-427da51a1907,1,,HIGHLIGHT_METRICS,2025-05-26T16:19:06.499515,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hello
a78d2096-e138-420e-bbb7-427da51a1907,2,,HIGHLIGHT_METRICS,2025-05-26T16:19:30.782206,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hello
a78d2096-e138-420e-bbb7-427da51a1907,3,,HIGHLIGHT_METRICS,2025-05-26T16:20:40.737442,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
3e653ecf-a8c5-434c-b25c-0364335b2240,1,,HIGHLIGHT_METRICS,2025-05-26T16:35:39.665147,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hello
3e653ecf-a8c5-434c-b25c-0364335b2240,2,,HIGHLIGHT_METRICS,2025-05-26T16:36:04.196272,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hi
3e653ecf-a8c5-434c-b25c-0364335b2240,3,,HIGHLIGHT_METRICS,2025-05-26T16:36:20.974096,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hello
315e8430-764e-49ba-bf06-7bb4d82ee550,1,,HIGHLIGHT_METRICS,2025-05-26T16:53:29.577406,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,dfg
315e8430-764e-49ba-bf06-7bb4d82ee550,2,,HIGHLIGHT_METRICS,2025-05-26T16:54:14.804672,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
fd0377f4-1f25-4f11-a8ad-2576c1608257,1,,HIGHLIGHT_METRICS,2025-05-26T17:02:55.154695,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hi
a9c4deae-1853-4b0a-ba6f-5dd0570438ca,1,,HIGHLIGHT_METRICS,2025-05-26T17:07:55.643213,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,ghj
a9c4deae-1853-4b0a-ba6f-5dd0570438ca,2,,HIGHLIGHT_METRICS,2025-05-26T17:08:14.775462,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,dfh
ff0e6905-215c-4e41-b034-eda80dd9e417,1,,HIGHLIGHT_METRICS,2025-05-26T17:28:40.152211,,,,0,2,,A,,A,,,HIGHLIGHT_METRICS,hello
d85d72bb-5773-4cd8-9d5f-0acfd7183311,1,,HIGHLIGHT_METRICS,2025-05-26T17:39:36.577364,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,djzt
77309108-450b-411d-832e-6d6447535710,1,,HIGHLIGHT_METRICS,2025-05-26T17:45:30.538080,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,ffzuzt
77309108-450b-411d-832e-6d6447535710,2,,HIGHLIGHT_METRICS,2025-05-26T17:46:43.035900,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,zuirzi
77309108-450b-411d-832e-6d6447535710,3,,HIGHLIGHT_METRICS,2025-05-26T17:47:08.196306,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
ca240a20-d819-4751-8a4e-fcc619392749,1,,HIGHLIGHT_METRICS,2025-05-26T18:18:42.805385,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
ca240a20-d819-4751-8a4e-fcc619392749,2,,HIGHLIGHT_METRICS,2025-05-26T18:19:38.752835,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
c46b3b89-00d0-4d7b-a09e-86550dbf9299,1,,HIGHLIGHT_METRICS,2025-05-26T18:36:54.795660,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hi
c46b3b89-00d0-4d7b-a09e-86550dbf9299,2,,HIGHLIGHT_METRICS,2025-05-26T18:37:55.907360,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hello
c46b3b89-00d0-4d7b-a09e-86550dbf9299,3,,HIGHLIGHT_METRICS,2025-05-26T18:38:23.535339,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hello
d9067709-a58f-4074-9ad2-b1c3e1c87572,1,,HIGHLIGHT_METRICS,2025-05-26T18:39:28.388048,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
d9067709-a58f-4074-9ad2-b1c3e1c87572,2,,HIGHLIGHT_METRICS,2025-05-26T18:39:49.697146,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hey
c3372216-5707-4c4a-8efe-2d01b6a37542,1,,HIGHLIGHT_METRICS,2025-05-26T19:36:14.886094,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,o
c3372216-5707-4c4a-8efe-2d01b6a37542,2,,HIGHLIGHT_METRICS,2025-05-26T19:36:30.545460,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hello
5195c8a9-ce82-4373-8ed7-c422390f79b5,1,,HIGHLIGHT_METRICS,2025-05-26T19:50:09.071919,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hello
5195c8a9-ce82-4373-8ed7-c422390f79b5,2,,HIGHLIGHT_METRICS,2025-05-26T19:50:27.034602,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,no
19db4d66-5d6b-4874-a17c-5230a1bdb8d0,1,,HIGHLIGHT_METRICS,2025-05-26T19:55:58.784195,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hello
41cff7b3-b2ac-4586-9d3d-898f9c37e26b,1,,HIGHLIGHT_METRICS,2025-05-26T19:57:11.125181,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,sadf4
41cff7b3-b2ac-4586-9d3d-898f9c37e26b,2,,HIGHLIGHT_METRICS,2025-05-26T19:57:22.691778,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,sadf
41cff7b3-b2ac-4586-9d3d-898f9c37e26b,3,,HIGHLIGHT_METRICS,2025-05-26T19:58:22.342850,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,sdfasdff
ff92c38c-c080-45aa-a997-5f16db18c345,1,,HIGHLIGHT_METRICS,2025-05-26T19:59:15.554228,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hrllo
ff92c38c-c080-45aa-a997-5f16db18c345,2,,HIGHLIGHT_METRICS,2025-05-26T19:59:34.127055,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,headache
ee6b9b27-d9a4-4313-a258-47bc1ceb2809,1,,HIGHLIGHT_METRICS,2025-05-26T20:17:43.848832,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hi
ee6b9b27-d9a4-4313-a258-47bc1ceb2809,2,,HIGHLIGHT_METRICS,2025-05-26T20:18:04.081364,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,ho
ee6b9b27-d9a4-4313-a258-47bc1ceb2809,3,,HIGHLIGHT_METRICS,2025-05-26T20:18:19.183632,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hi
3886b27e-54ce-48fa-854e-f775a10a929e,1,,HIGHLIGHT_METRICS,2025-05-26T20:19:27.769033,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
3886b27e-54ce-48fa-854e-f775a10a929e,2,,HIGHLIGHT_METRICS,2025-05-26T20:19:45.472618,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hello
3886b27e-54ce-48fa-854e-f775a10a929e,3,,HIGHLIGHT_METRICS,2025-05-26T20:32:50.295722,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
1de92c7e-be4d-43ea-9efd-20d9f87b6f5d,1,,HIGHLIGHT_METRICS,2025-05-26T20:34:24.000544,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hi
032c8761-aad2-4b97-9680-0bf1f0f0265e,1,,HIGHLIGHT_METRICS,2025-05-26T20:35:10.250919,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
032c8761-aad2-4b97-9680-0bf1f0f0265e,2,,HIGHLIGHT_METRICS,2025-05-26T20:35:28.548951,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hello
032c8761-aad2-4b97-9680-0bf1f0f0265e,3,,HIGHLIGHT_METRICS,2025-05-26T20:37:29.727873,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
eaf2d5e9-bf67-4177-b72b-51f487837629,1,,HIGHLIGHT_METRICS,2025-05-26T20:54:47.250179,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
eaf2d5e9-bf67-4177-b72b-51f487837629,2,,HIGHLIGHT_METRICS,2025-05-26T20:55:04.934898,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
