user_id;group_x;login_time;age;gender;training_level;specialization;patient_records_exp;clinical_notes_confidence;gen_ai_familiarity;prompt_eng_familiarity;cds_familiarity;llm_usage_frequency;trust_level;task_id;completion_status;task_start;timestamp;task_duration;duration;survey_data;model_type;model_name;group_y;event_type;prompt_count;group;prompt_count_metrics;first_prompt;last_prompt;levenshtein_distance;word_count;timestamp_metrics;timestamp_survey;group_survey;US_ease;US_clarity;US_reuse;TR_model_trust;TR_understanding;TR_current_trust;TR_explanations;FB_likes;FB_improvements;FB_clinical_yn;FB_clinical;FB_other;EX_edit_helpful;EX_edit_reason;EX_self_efficacy;EX_terms_useful;EX_refinement;EX_helpful;EX_reuse;EX_trust;EX_edit_understanding;EX_clarity;EX_edit_changed;EX_understanding
40dbf9a5-cf0f-442d-ab57-e1d8f81a131b;A;2025-05-30T22:35:15.313232;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;3;3;3;3;1-3 times per month;3;3.0;completed;2025-05-30T22:36:02.397210;2025-05-30T22:36:15.662633;13.265402;;;;;;;1.0;A;1.0;hi;hi;0.0;1.0;2025-05-30T22:36:15.680620;;;;;;;;;;;;;;;;;;;;;;;;;;
40dbf9a5-cf0f-442d-ab57-e1d8f81a131b;A;2025-05-30T22:35:15.313232;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;3;3;3;3;1-3 times per month;3;3.0;;;2025-05-30T20:36:15.667062+00:00;;13.269836;{'timestamp': '2025-05-30T22:36:15.662633', 'user_id': '40dbf9a5-cf0f-442d-ab57-e1d8f81a131b', 'task_number': 3, 'difficulty': 3, 'mental_demand': 3, 'frustration': 3, 'accuracy': 3, 'task_accomplishment': 3, 'expectation_match': 3, 'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 13.269836, 'start_time': '2025-05-30T22:36:02.397210', 'end_time': '2025-05-30T22:36:15.667054', 'prompt_count': 1};Together;meta-llama/Llama-3.3-70B-Instruct-Turbo-Free;A;TASK_COMPLETION;1.0;A;1.0;hi;hi;0.0;1.0;2025-05-30T22:36:15.680620;;;;;;;;;;;;;;;;;;;;;;;;;;
456e1acb-fb5c-4c0d-a6c1-3ee43627b6d0;B;2025-05-30T21:55:06.501370;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;3;3;3;3;1-3 times per month;3;1.0;started;2025-05-30T21:55:12.485228;2025-05-30T21:55:12.485228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
acb64018-04f0-4f2b-839a-08a1bcad2ba8;B;2025-05-30T22:14:52.626407;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;3;3;3;3;1-3 times per month;3;1.0;completed;2025-05-30T22:14:58.007257;2025-05-30T22:15:22.796049;24.788758;;;;;;;2.0;B;2.0;hi;hi;0.0;1.0;2025-05-30T22:15:22.819912;;;;;;;;;;;;;;;;;;;;;;;;;;
acb64018-04f0-4f2b-839a-08a1bcad2ba8;B;2025-05-30T22:14:52.626407;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;3;3;3;3;1-3 times per month;3;1.0;;;2025-05-30T20:15:22.805223+00:00;;24.797926;{'timestamp': '2025-05-30T22:15:22.796049', 'user_id': 'acb64018-04f0-4f2b-839a-08a1bcad2ba8', 'task_number': 1, 'difficulty': 3, 'mental_demand': 3, 'frustration': 3, 'accuracy': 3, 'task_accomplishment': 3, 'expectation_match': 3, 'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 24.797926, 'start_time': '2025-05-30T22:14:58.007257', 'end_time': '2025-05-30T22:15:22.805197', 'prompt_count': 2};Together;meta-llama/Llama-3.3-70B-Instruct-Turbo-Free;B;TASK_COMPLETION;2.0;B;2.0;hi;hi;0.0;1.0;2025-05-30T22:15:22.819912;;;;;;;;;;;;;;;;;;;;;;;;;;
acb64018-04f0-4f2b-839a-08a1bcad2ba8;B;2025-05-30T22:14:52.626407;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;3;3;3;3;1-3 times per month;3;2.0;completed;2025-05-30T22:15:24.634120;2025-05-30T22:15:39.206049;14.571892;;;;;;;1.0;B;1.0;hi;hi;0.0;1.0;2025-05-30T22:15:39.231931;;;;;;;;;;;;;;;;;;;;;;;;;;
acb64018-04f0-4f2b-839a-08a1bcad2ba8;B;2025-05-30T22:14:52.626407;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;3;3;3;3;1-3 times per month;3;2.0;;;2025-05-30T20:15:39.215410+00:00;;14.581246;{'timestamp': '2025-05-30T22:15:39.206049', 'user_id': 'acb64018-04f0-4f2b-839a-08a1bcad2ba8', 'task_number': 2, 'difficulty': 3, 'mental_demand': 3, 'frustration': 3, 'accuracy': 3, 'task_accomplishment': 3, 'expectation_match': 3, 'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 14.581246, 'start_time': '2025-05-30T22:15:24.634120', 'end_time': '2025-05-30T22:15:39.215382', 'prompt_count': 1};Together;meta-llama/Llama-3.3-70B-Instruct-Turbo-Free;B;TASK_COMPLETION;1.0;B;1.0;hi;hi;0.0;1.0;2025-05-30T22:15:39.231931;;;;;;;;;;;;;;;;;;;;;;;;;;
acb64018-04f0-4f2b-839a-08a1bcad2ba8;B;2025-05-30T22:14:52.626407;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;3;3;3;3;1-3 times per month;3;3.0;completed;2025-05-30T22:15:43.912681;2025-05-30T22:15:53.727377;9.814664;;;;;;;1.0;B;1.0;hi;hi;0.0;1.0;2025-05-30T22:15:53.747101;;;;;;;;;;;;;;;;;;;;;;;;;;
acb64018-04f0-4f2b-839a-08a1bcad2ba8;B;2025-05-30T22:14:52.626407;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;3;3;3;3;1-3 times per month;3;3.0;;;2025-05-30T20:15:53.732342+00:00;;9.819646;{'timestamp': '2025-05-30T22:15:53.727377', 'user_id': 'acb64018-04f0-4f2b-839a-08a1bcad2ba8', 'task_number': 3, 'difficulty': 3, 'mental_demand': 3, 'frustration': 3, 'accuracy': 3, 'task_accomplishment': 3, 'expectation_match': 3, 'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 9.819646, 'start_time': '2025-05-30T22:15:43.912681', 'end_time': '2025-05-30T22:15:53.732333', 'prompt_count': 1};Together;meta-llama/Llama-3.3-70B-Instruct-Turbo-Free;B;TASK_COMPLETION;1.0;B;1.0;hi;hi;0.0;1.0;2025-05-30T22:15:53.747101;;;;;;;;;;;;;;;;;;;;;;;;;;
b85547ea-f053-43f1-8e76-6c118f5c30e3;A;2025-05-30T21:54:24.232330;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;3;3;3;3;1-3 times per month;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
