user_id;group_x;login_time;age;gender;training_level;specialization;patient_records_exp;patient_records_years;clinical_reasoning_training;clinical_reasoning_desc;clinical_notes_confidence;gen_ai_familiarity;prompt_eng_familiarity;cds_familiarity;tools_used;other_tools;llm_usage_frequency;use_cases;other_use_cases;trust_level;expectations;task_id;completion_status;task_duration;timestamp;task_start;task_end;clinical_usefulness;medical_inaccuracies;prompt_count;start_time;end_time;MQ_inaccuracies;CL_performance;MQ_usefulness;PE_understanding;PE_difficulty;CL_mental;CL_frustration;MQ_accuracy;model_name;duration;group_y;model_type;event_type;survey_data
19db4d66-5d6b-4874-a17c-5230a1bdb8d0;A;2025-05-26T19:55:19.609970;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;2.0;started;;2025-05-26T19:55:59.889165;2025-05-26T19:55:59.889165;;;;;;;;;;;;;;;;;;;;
1d3dad5f-0d6c-4e4a-bcbf-11685d2df2ac;A;2025-05-28T17:59:07.891933;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;started;;2025-05-28T17:59:13.164474;2025-05-28T17:59:13.164474;;;;;;;;;;;;;;;;;;;;
1de92c7e-be4d-43ea-9efd-20d9f87b6f5d;A;2025-05-26T20:34:03.131707;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;completed;12.540807;2025-05-26T20:34:21.834128;2025-05-26T20:34:09.293285;2025-05-26T20:34:21.834108;;;1.0;2025-05-26T20:34:09.293285;2025-05-26T20:34:21.834108;;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;;;;
1de92c7e-be4d-43ea-9efd-20d9f87b6f5d;A;2025-05-26T20:34:03.131707;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;;;2025-05-26T20:34:21.850337;;;;;1.0;;;;;;;;;;;llama3-med42-8b;12.557032;A;Ollama;TASK_COMPLETION;{'timestamp': '2025-05-26T20:34:21.834128', 'user_id': '1de92c7e-be4d-43ea-9efd-20d9f87b6f5d', 'task_number': 1, 'difficulty': 3, 'mental_demand': 3, 'frustration': 3, 'accuracy': 3, 'task_accomplishment': 3, 'expectation_match': 3, 'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 12.557032, 'start_time': '2025-05-26T20:34:09.293285', 'end_time': '2025-05-26T20:34:21.850326', 'prompt_count': 1}
1de92c7e-be4d-43ea-9efd-20d9f87b6f5d;A;2025-05-26T20:34:03.131707;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;2.0;started;;2025-05-26T20:34:25.465421;2025-05-26T20:34:25.465421;;;;;;;;;;;;;;;;;;;;
1dfd8d92-6a75-4175-a045-6915230186a1;A;2025-05-26T13:11:26.762685;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;completed;73.90439;2025-05-26T13:12:46.886480;2025-05-26T13:11:32.982048;2025-05-26T13:12:46.886459;;;1.0;2025-05-26T13:11:32.982048;2025-05-26T13:12:46.886459;;;3.0;;;;;;;;;;;
1dfd8d92-6a75-4175-a045-6915230186a1;A;2025-05-26T13:11:26.762685;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;;;2025-05-26T13:12:46.901220;;;;;1.0;;;;;;;;;;;llama3-med42-8b;73.919149;A;Ollama;TASK_COMPLETION;{'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 73.919149, 'start_time': '2025-05-26T13:11:32.982048', 'end_time': '2025-05-26T13:12:46.901205', 'prompt_count': 1, 'timestamp': '2025-05-26T13:12:46.886480'}
1dfd8d92-6a75-4175-a045-6915230186a1;A;2025-05-26T13:11:26.762685;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;2.0;started;;2025-05-26T13:12:52.236660;2025-05-26T13:12:52.236660;;;;;;;;;;;;;;;;;;;;
1ebf9ddb-f074-47c4-a6e4-aa18c11aaf33;B;2025-05-22T13:02:10.148488;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
20a56b58-73c2-4daf-be7c-0bef4d539473;A;2025-05-27T09:06:17.850611;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;started;;2025-05-27T09:06:23.629885;2025-05-27T09:06:23.629885;;;;;;;;;;;;;;;;;;;;
264dd611-d146-4adf-bb10-9d1566b5b053;B;2025-05-25T12:15:46.613570;26;Female;Other;;No;;No;;1;5;5;1;;;Daily or more frequently;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;
2ce014e3-a253-409e-b747-c316e47488ef;A;2025-05-29T13:26:45.778719;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;started;;2025-05-29T13:26:51.309008;2025-05-29T13:26:51.309008;;;;;;;;;;;;;;;;;;;;
315e8430-764e-49ba-bf06-7bb4d82ee550;B;2025-05-26T16:46:44.602896;Prefer not to say;Female;Other;;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;completed;43.874823;2025-05-26T16:53:27.442082;2025-05-26T16:52:43.567220;2025-05-26T16:53:27.442062;;;1.0;2025-05-26T16:52:43.567220;2025-05-26T16:53:27.442062;;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;;;;
315e8430-764e-49ba-bf06-7bb4d82ee550;B;2025-05-26T16:46:44.602896;Prefer not to say;Female;Other;;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;;;2025-05-26T16:53:27.459436;;;;;1.0;;;;;;;;;;;llama3-med42-8b;43.892192;B;Ollama;TASK_COMPLETION;{'timestamp': '2025-05-26T16:53:27.442082', 'user_id': '315e8430-764e-49ba-bf06-7bb4d82ee550', 'task_number': 1, 'difficulty': 3, 'mental_demand': 3, 'frustration': 3, 'accuracy': 3, 'task_accomplishment': 3, 'expectation_match': 3, 'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 43.892192, 'start_time': '2025-05-26T16:52:43.567220', 'end_time': '2025-05-26T16:53:27.459423', 'prompt_count': 1}
315e8430-764e-49ba-bf06-7bb4d82ee550;B;2025-05-26T16:46:44.602896;Prefer not to say;Female;Other;;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;2.0;completed;42.051506;2025-05-26T16:54:13.343826;2025-05-26T16:53:31.292295;2025-05-26T16:54:13.343815;;;1.0;2025-05-26T16:53:31.292295;2025-05-26T16:54:13.343815;;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;;;;
315e8430-764e-49ba-bf06-7bb4d82ee550;B;2025-05-26T16:46:44.602896;Prefer not to say;Female;Other;;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;2.0;;;2025-05-26T16:54:13.350927;;;;;1.0;;;;;;;;;;;llama3-med42-8b;42.058614;B;Ollama;TASK_COMPLETION;{'timestamp': '2025-05-26T16:54:13.343826', 'user_id': '315e8430-764e-49ba-bf06-7bb4d82ee550', 'task_number': 2, 'difficulty': 3, 'mental_demand': 3, 'frustration': 3, 'accuracy': 3, 'task_accomplishment': 3, 'expectation_match': 3, 'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 42.058614, 'start_time': '2025-05-26T16:53:31.292295', 'end_time': '2025-05-26T16:54:13.350917', 'prompt_count': 1}
315e8430-764e-49ba-bf06-7bb4d82ee550;B;2025-05-26T16:46:44.602896;Prefer not to say;Female;Other;;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;3.0;started;;2025-05-26T16:54:17.153831;2025-05-26T16:54:17.153831;;;;;;;;;;;;;;;;;;;;
3322a734-c679-44f7-821e-92fbfcaf2d97;A;2025-05-29T13:00:24.020605;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;completed;10.863074;2025-05-29T13:00:39.759769;2025-05-29T13:00:28.896652;2025-05-29T13:00:39.759748;;;1.0;2025-05-29T13:00:28.896652;2025-05-29T13:00:39.759748;;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;;;;
3322a734-c679-44f7-821e-92fbfcaf2d97;A;2025-05-29T13:00:24.020605;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;;;2025-05-29T11:00:39.777672+00:00;;;;;1.0;;;;;;;;;;;meta-llama/Llama-3.3-70B-Instruct-Turbo-Free;10.880988;A;Together;TASK_COMPLETION;{'timestamp': '2025-05-29T13:00:39.759769', 'user_id': '3322a734-c679-44f7-821e-92fbfcaf2d97', 'task_number': 1, 'difficulty': 3, 'mental_demand': 3, 'frustration': 3, 'accuracy': 3, 'task_accomplishment': 3, 'expectation_match': 3, 'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 10.880988, 'start_time': '2025-05-29T13:00:28.896652', 'end_time': '2025-05-29T13:00:39.777655', 'prompt_count': 1}
372313c0-4622-40e4-a58e-be4f741b3fc6;A;2025-05-20T22:13:25.202232;Prefer not to say;Female;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
3886b27e-54ce-48fa-854e-f775a10a929e;B;2025-05-26T20:19:01.891882;Prefer not to say;Female;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;completed;16.526184;2025-05-26T20:19:25.801329;2025-05-26T20:19:09.275101;2025-05-26T20:19:25.801307;;;1.0;2025-05-26T20:19:09.275101;2025-05-26T20:19:25.801307;;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;;;;
3886b27e-54ce-48fa-854e-f775a10a929e;B;2025-05-26T20:19:01.891882;Prefer not to say;Female;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;;;2025-05-26T20:19:25.818768;;;;;1.0;;;;;;;;;;;llama3-med42-8b;16.543636;B;Ollama;TASK_COMPLETION;{'timestamp': '2025-05-26T20:19:25.801329', 'user_id': '3886b27e-54ce-48fa-854e-f775a10a929e', 'task_number': 1, 'difficulty': 3, 'mental_demand': 3, 'frustration': 3, 'accuracy': 3, 'task_accomplishment': 3, 'expectation_match': 3, 'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 16.543636, 'start_time': '2025-05-26T20:19:09.275101', 'end_time': '2025-05-26T20:19:25.818754', 'prompt_count': 1}
3886b27e-54ce-48fa-854e-f775a10a929e;B;2025-05-26T20:19:01.891882;Prefer not to say;Female;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;2.0;completed;14.550343;2025-05-26T20:19:43.960637;2025-05-26T20:19:29.410254;2025-05-26T20:19:43.960617;;;1.0;2025-05-26T20:19:29.410254;2025-05-26T20:19:43.960617;;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;;;;
3886b27e-54ce-48fa-854e-f775a10a929e;B;2025-05-26T20:19:01.891882;Prefer not to say;Female;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;2.0;;;2025-05-26T20:19:43.977401;;;;;1.0;;;;;;;;;;;llama3-med42-8b;14.567126;B;Ollama;TASK_COMPLETION;{'timestamp': '2025-05-26T20:19:43.960637', 'user_id': '3886b27e-54ce-48fa-854e-f775a10a929e', 'task_number': 2, 'difficulty': 3, 'mental_demand': 3, 'frustration': 3, 'accuracy': 3, 'task_accomplishment': 3, 'expectation_match': 3, 'clinical_usefulness': 3, 'medical_inaccuracies': '', 'task_duration': 14.567126, 'start_time': '2025-05-26T20:19:29.410254', 'end_time': '2025-05-26T20:19:43.977389', 'prompt_count': 1}
3886b27e-54ce-48fa-854e-f775a10a929e;B;2025-05-26T20:19:01.891882;Prefer not to say;Female;Medical Student (Pre-clinical);;No;0.0;Yes;;3;3;3;3;;;1-3 times per month;;;3;;3.0;completed;261.90858;2025-05-26T20:32:48.160617;2025-05-26T20:28:26.251996;2025-05-26T20:32:48.160598;;;1.0;2025-05-26T20:28:26.251996;2025-05-26T20:32:48.160598;;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;;;;
