user_id;group;login_time;age;gender;training_level;specialization;patient_records_exp;patient_records_years;clinical_reasoning_training;clinical_reasoning_desc;clinical_notes_confidence;gen_ai_familiarity;prompt_eng_familiarity;cds_familiarity;tools_used;other_tools;llm_usage_frequency;use_cases;other_use_cases;trust_level;expectations;task_id;completion_status;task_duration;timestamp;task_start;task_end;clinical_usefulness;medical_inaccuracies;prompt_count;start_time;end_time;MQ_inaccuracies;CL_performance;MQ_usefulness;PE_understanding;PE_difficulty;CL_mental;CL_frustration;MQ_accuracy
60d6283c-4b2a-4fc4-b701-12c506d7cc32;B;2025-05-25T14:09:28.387518;19;Female;Specialist;;Yes;2.0;Yes;;1;3;2;4;;;Daily or more frequently;;;5;;1.0;completed;0.0;2025-05-25T14:11:00.981637;2025-05-25T14:09:24.984115;2025-05-25T14:11:00.984115;3.0;test;3.0;2025-05-25T14:09:24.984115;2025-05-25T14:11:00.984115;test;3.0;3.0;3.0;2.0;3.0;2.0;3.0
60d6283c-4b2a-4fc4-b701-12c506d7cc32;B;2025-05-25T14:09:28.387518;19;Female;Specialist;;Yes;2.0;Yes;;1;3;2;4;;;Daily or more frequently;;;5;;2.0;completed;0.0;2025-05-25T14:11:25.213241;2025-05-25T14:11:01.216610;2025-05-25T14:11:25.216610;3.0;;1.0;2025-05-25T14:11:01.216610;2025-05-25T14:11:25.216610;;3.0;3.0;3.0;2.0;3.0;2.0;3.0
60d6283c-4b2a-4fc4-b701-12c506d7cc32;B;2025-05-25T14:09:28.387518;19;Female;Specialist;;Yes;2.0;Yes;;1;3;2;4;;;Daily or more frequently;;;5;;3.0;completed;0.0;2025-05-25T14:12:56.642412;2025-05-25T14:11:25.645160;2025-05-25T14:12:56.645160;3.0;;1.0;2025-05-25T14:11:25.645160;2025-05-25T14:12:56.645160;;3.0;3.0;3.0;2.0;3.0;2.0;3.0
6266b738-1852-4d33-912f-1d884c990302;A;2025-05-22T12:55:41.575845;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;
62d6863e-db5d-4071-a162-118dfebf2a8a;B;2025-05-20T22:40:33.018821;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;
726b8603-289e-41aa-b871-01f147852f69;A;2025-05-20T22:18:46.777696;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;
72cb9aa5-d6eb-4ce7-aa3c-0245e5383c4c;B;2025-05-26T09:04:21.340468;18;Non-binary;Specialist;;Yes;1.0;Yes;;1;4;4;2;;;1-6 times per week;;;1;;1.0;completed;0.0;2025-05-26T09:06:08.518162;2025-05-26T09:04:21.526015;2025-05-26T09:06:08.526015;5.0;hi;2.0;2025-05-26T09:04:21.526015;2025-05-26T09:06:08.526015;hi;5.0;5.0;5.0;5.0;5.0;5.0;5.0
72cb9aa5-d6eb-4ce7-aa3c-0245e5383c4c;B;2025-05-26T09:04:21.340468;18;Non-binary;Specialist;;Yes;1.0;Yes;;1;4;4;2;;;1-6 times per week;;;1;;2.0;completed;0.0;2025-05-26T09:07:26.299451;2025-05-26T09:06:08.306059;2025-05-26T09:07:26.306059;5.0;fsdfs;2.0;2025-05-26T09:06:08.306059;2025-05-26T09:07:26.306059;fsdfs;5.0;5.0;5.0;5.0;5.0;5.0;5.0
772d7eea-c505-4d14-90fc-e9ff693b0037;A;2025-05-20T22:28:25.389146;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;
846177f0-045d-425d-8973-3095af3f907a;B;2025-05-20T15:39:14.017356;Prefer not to say;Female;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;
acb0592c-bd07-46cf-a0e6-f427fea4e1b5;B;2025-05-22T13:03:54.694019;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;
b58aaefa-cc13-43c9-bee7-691ec68a5949;B;2025-05-20T22:19:27.693616;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;
bd4f4e0f-b558-4acf-b030-20fa4e9920f2;A;2025-05-22T13:11:44.214947;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;
c18df2da-4650-44a0-b876-82efe7555735;B;2025-05-25T17:55:20.875795;Prefer not to say;Prefer not to say;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;
c6e7a382-292d-46b1-8f90-b3def528de28;B;2025-05-21T09:41:14.716734;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;
c94351d5-2cbe-466a-9f32-fc886501b959;A;2025-05-21T09:29:17.733148;Prefer not to say;Female;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;
d558eb9b-df76-4c27-a939-e3a24517772f;B;2025-05-20T22:32:22.440309;Prefer not to say;Non-binary;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;;;;;;;;;;;;;;;;;;;
e0af3d42-3cb3-4186-bf7c-f528cc293e0e;A;2025-05-25T17:15:59.943941;Prefer not to say;Female;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;1.0;completed;0.0;2025-05-25T17:18:01.336350;2025-05-25T17:16:22.340049;2025-05-25T17:18:01.340049;3.0;;1.0;2025-05-25T17:16:22.340049;2025-05-25T17:18:01.340049;;3.0;3.0;3.0;3.0;3.0;3.0;3.0
e0af3d42-3cb3-4186-bf7c-f528cc293e0e;A;2025-05-25T17:15:59.943941;Prefer not to say;Female;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;2.0;completed;0.0;2025-05-25T17:18:20.200868;2025-05-25T17:18:01.204766;2025-05-25T17:18:20.204766;3.0;;1.0;2025-05-25T17:18:01.204766;2025-05-25T17:18:20.204766;;3.0;3.0;3.0;3.0;3.0;3.0;3.0
e0af3d42-3cb3-4186-bf7c-f528cc293e0e;A;2025-05-25T17:15:59.943941;Prefer not to say;Female;Medical Student (Pre-clinical);;No;;Yes;;3;3;3;3;;;1-3 times per month;;;3;;3.0;completed;0.0;2025-05-25T17:18:54.022012;2025-05-25T17:18:20.026469;2025-05-25T17:18:54.026469;3.0;;2.0;2025-05-25T17:18:20.026469;2025-05-25T17:18:54.026469;;3.0;3.0;3.0;3.0;3.0;3.0;3.0
ec19b2a4-9e2e-4254-9fb7-1d955c38e60e;A;2025-05-26T11:13:21.367476;19;Male;Specialist;;Yes;1.0;Yes;;2;4;1;2;;;1-6 times per week;;;4;;1.0;completed;86.080008;2025-05-26T11:14:55.351146;2025-05-26T11:13:29.271119;2025-05-26T11:14:55.351136;;;2.0;2025-05-26T11:13:29.271119;2025-05-26T11:14:55.351136;hi this was task 1;;4.0;;;;;
ec19b2a4-9e2e-4254-9fb7-1d955c38e60e;A;2025-05-26T11:13:21.367476;19;Male;Specialist;;Yes;1.0;Yes;;2;4;1;2;;;1-6 times per week;;;4;;1.0;completed;86.089641;2025-05-26T11:14:55.351146;2025-05-26T11:13:29.271119;2025-05-26T11:14:55.360767;4.0;hi this was task 1;2.0;2025-05-26T11:13:29.271119;2025-05-26T11:14:55.360767;;;;;;;;
ec19b2a4-9e2e-4254-9fb7-1d955c38e60e;A;2025-05-26T11:13:21.367476;19;Male;Specialist;;Yes;1.0;Yes;;2;4;1;2;;;1-6 times per week;;;4;;2.0;completed;27.393609;2025-05-26T11:15:26.437077;2025-05-26T11:14:59.043450;2025-05-26T11:15:26.437068;;;1.0;2025-05-26T11:14:59.043450;2025-05-26T11:15:26.437068;task 2;;3.0;;;;;
ec19b2a4-9e2e-4254-9fb7-1d955c38e60e;A;2025-05-26T11:13:21.367476;19;Male;Specialist;;Yes;1.0;Yes;;2;4;1;2;;;1-6 times per week;;;4;;2.0;completed;27.39956;2025-05-26T11:15:26.437077;2025-05-26T11:14:59.043450;2025-05-26T11:15:26.443015;3.0;task 2;1.0;2025-05-26T11:14:59.043450;2025-05-26T11:15:26.443015;;;;;;;;
ec19b2a4-9e2e-4254-9fb7-1d955c38e60e;A;2025-05-26T11:13:21.367476;19;Male;Specialist;;Yes;1.0;Yes;;2;4;1;2;;;1-6 times per week;;;4;;3.0;completed;23.271363;2025-05-26T11:15:53.175816;2025-05-26T11:15:29.904435;2025-05-26T11:15:53.175807;;;1.0;2025-05-26T11:15:29.904435;2025-05-26T11:15:53.175807;"task 3
";;3.0;;;;;
ec19b2a4-9e2e-4254-9fb7-1d955c38e60e;A;2025-05-26T11:13:21.367476;19;Male;Specialist;;Yes;1.0;Yes;;2;4;1;2;;;1-6 times per week;;;4;;3.0;completed;23.277781;2025-05-26T11:15:53.175816;2025-05-26T11:15:29.904435;2025-05-26T11:15:53.182224;3.0;"task 3
";1.0;2025-05-26T11:15:29.904435;2025-05-26T11:15:53.182224;;;;;;;;
f7491828-6149-4ff1-8e91-396ce05e17f0;A;2025-05-25T13:50:28.796121;18;Female;Specialist;;Yes;2.0;Yes;;1;5;1;2;;;Never used;;;4;;1.0;completed;0.0;2025-05-25T14:01:18.108751;2025-05-25T13:58:42.110611;2025-05-25T14:01:18.110611;5.0;test test etst;1.0;2025-05-25T13:58:42.110611;2025-05-25T14:01:18.110611;test test etst;3.0;5.0;4.0;3.0;2.0;2.0;4.0
